date,P_t,P_next_actual,P_hat_M0,r_hat_intact,P_hat_intact,r_hat_gfw,P_hat_gfw,r_hat_portwatch,P_hat_portwatch,r_hat_shipping,P_hat_shipping
2021-04-02,63.85,61.89,63.85,-0.009533896132017605,63.244153360475025,-0.010107469806265534,63.20788858031318,-0.009219505637072467,63.26403984704979,-0.009858810754554637,63.223607748223905
2021-04-09,61.89,65.98,61.89,-0.007827123682977388,61.40747018898389,-0.008171561377112113,61.38632278374018,-0.007826124735841544,61.407531531831,-0.008386408383715072,61.37313553271515
2021-04-16,65.98,65.75,65.98,-0.00985912288794627,65.33269126336036,-0.01031749227709261,65.30275161980694,-0.009652464721922271,65.34619419271552,-0.010267002445696838,65.30604882796295
2021-04-23,65.75,67.73,65.75,-0.004203813637777082,65.47417940869062,-0.0044086735734508165,65.46076774631172,-0.003883458292010783,65.49515777215989,-0.004193918203372726,65.47482730734376
2021-04-30,67.73,68.73,67.73,-0.00014711791073072217,67.72003643683348,-0.00020240943326321065,67.71629219642627,-0.00026843647330399706,67.7118212376937,-0.00040016892074409144,67.70290198125207
2021-05-07,68.73,69.24,68.73,-0.0065951025455356915,68.27821004016579,-0.006651421301255567,68.27436480461401,-0.006089805977911256,68.31271950336503,-0.006257498224461033,68.30126495041029
2021-05-14,69.24,66.72,69.24,-0.0016534562496499233,69.12560928535648,-0.0016973902006959113,69.12257239093398,-0.001652919040890738,69.12564642024925,-0.0018511197812283442,69.11194702361256
2021-05-21,66.72,69.36,66.72,-0.005363822955374575,66.36308380577917,-0.0054468916193976535,66.35757134202665,-0.005250586909974819,66.37059892443301,-0.005419423701213788,66.35939407140033
2021-05-28,69.36,71.3,69.36,-0.0030386146209497034,69.14956157245025,-0.0032502641942690758,69.134927645935,-0.002802596577243216,69.16588404281875,-0.003122857842936727,69.14373643595198
2021-06-04,71.3,72.05,71.3,-0.004987302960510698,70.94529055587532,-0.0051801913512167785,70.93160735265977,-0.004802761146078138,70.95838413663937,-0.005135160472696354,70.93480153717167
2021-06-11,72.05,73.1,72.05,-0.003466981970773414,71.80063646821854,-0.00368532161847121,71.78496125387025,-0.003183282645514346,71.82100915005914,-0.003517262286484052,71.79702640030713
2021-06-18,73.1,76.45,73.1,0.0009638783223206125,73.17049347346936,0.0006916872030817657,73.15057982523763,0.0008725215213330299,73.1638091565925,0.00045006850915260254,73.13290741275867
2021-06-25,76.45,77.51,76.45,-0.0020147368599626736,76.29612842447249,-0.0022440215409136877,76.27863689635524,-0.0018506346628162085,76.30864981414638,-0.0021502996072987057,76.28578621271733
2021-07-02,77.51,77.14,77.51,-0.0015903175544204756,77.38683245007395,-0.0019736789886878603,77.35717100888206,-0.0016823298857311791,77.3797122347863,-0.002039998802452092,77.35204086582438
2021-07-09,77.14,74.46,77.14,-0.0039586689612426396,76.83523191231743,-0.00426224717501042,76.811909950058,-0.0037353641366972556,76.85239150613725,-0.004079409768276893,76.82595532445029
2021-07-16,74.46,74.86,74.46,-0.0054671921366988285,74.05402366005345,-0.00578779393762513,74.03028561213597,-0.005252006191563685,74.06996075978422,-0.005568807850163393,74.04649898992314
2021-07-23,74.86,77.72,74.86,0.005631795911558352,75.28278564571325,0.005838406701930032,75.29834148850402,0.005937625807485941,75.30581289324329,0.0057991755674542955,75.2953875070877
2021-07-30,77.72,71.02,77.72,0.007113090567609726,78.27480023183924,0.0072331100234186985,78.28419529455049,0.007312049290088052,78.29037523543565,0.007143096808576166,78.27714899959525
2021-08-06,71.02,70.9,71.02,0.0048585283565158455,71.36589226716669,0.004966707418049526,71.37361298001987,0.005264910583144988,71.39489999108409,0.005214209471212983,71.39128028203069
2021-08-13,70.9,65.51,70.9,0.0050129654559731285,71.25631159351315,0.005080437774617447,71.2611195842757,0.0051925264548595695,71.26910759679701,0.005050828664545454,71.25900963717908
2021-08-20,65.51,72.26,65.51,0.004307873598426826,65.7928175331532,0.004310816553168895,65.79301115872246,0.004490515804280726,65.80483517590777,0.004448024726394745,65.80203911693525
2021-08-27,72.26,73.07,72.26,0.0056272005397797475,72.66776773039112,0.005558085167795435,72.66274544415376,0.0056456946666554875,72.66911166973476,0.005447625495348496,72.654719584368
2021-09-03,73.07,72.44,73.07,0.006655198646312033,73.55791715699996,0.006740066785308474,73.56416014544918,0.00688126857510879,73.57454826992051,0.006727882412886743,73.5632638177857
2021-09-10,72.44,74.64,72.44,0.0051508332189993955,72.81408896623965,0.0051564186639857235,72.81449566646361,0.005218735441476052,72.81903337257425,0.00495075360696462,72.7995218089128
