date,P_next_actual,P_hat_M0,P_hat_intact,P_hat_hormuz,P_hat_suez,P_hat_malacca,P_hat_mandeb,P_hat_panama,P_hat_cape,P_hat_joint4
2021-04-23,67.73,65.75,65.47417940869062,65.47398286174176,65.47656451004434,65.47406431849544,65.4768889144245,65.4743777134828,65.46702434251023,65.4724939839166
2021-04-30,68.73,67.73,67.72003643683348,67.71394904053464,67.7164691902657,67.72169016942989,67.71746133753359,67.72211399645478,67.71120432455248,67.69887680542891
2021-05-07,69.24,68.73,68.27821004016579,68.28407777560454,68.2863794017464,68.28041412581227,68.27748051010997,68.28334349286523,68.27466618608378,68.28856467439898
2021-05-14,66.72,69.24,69.12560928535648,69.12475964685366,69.12330861666909,69.12592566570642,69.12437783059926,69.12984006843527,69.10852455319642,69.1044008809896
2021-05-21,69.36,66.72,66.36308380577917,66.36479828524119,66.36844422939133,66.36452532917916,66.3622835773099,66.36030679542294,66.34966938002776,66.35693376242196
2021-05-28,71.3,69.36,69.14956157245025,69.14651684105348,69.1443512854235,69.14940009018144,69.14594890593479,69.15261038934133,69.14226453490782,69.13106997357251
2021-06-04,72.05,71.3,70.94529055587532,70.94152003342552,70.94658718888316,70.94434425190751,70.94575286127818,70.94438278355341,70.93305157346418,70.93040503138364
2021-06-11,73.1,72.05,71.80063646821854,71.7982550976291,71.79982987078772,71.79918142084742,71.79496996442228,71.80401836235865,71.7954846324751,71.78684694415806
2021-06-18,76.45,73.1,73.17049347346936,73.16734446986898,73.1683301811285,73.16792987289803,73.16530313410402,73.17280232492205,73.14310583553555,73.13037453901438
2021-06-25,77.51,76.45,76.29612842447249,76.28896468698281,76.29540722052285,76.29587182436806,76.29392143637303,76.29335714938298,76.28434314857935,76.27600894104745
2021-07-02,77.14,77.51,77.38683245007395,77.38415936983488,77.38666725303045,77.38812317438683,77.36634113855698,77.38997922294278,77.36301929626725,77.33713951417623
2021-07-09,74.46,77.14,76.83523191231743,76.83161884037678,76.83023536043228,76.83617253137501,76.83741805999583,76.83539606525706,76.82618116000891,76.82077184257251
2021-07-16,74.86,74.46,74.05402366005345,74.05042112070238,74.05515467480681,74.05369390332612,74.04825400546834,74.05834803289127,74.0354992072801,74.02752701456777
